timestamp,text,processed_text,vader_scores,neg,neu,pos,compound,sentiment
2025-05-01T09:49:00,Honestly nothing works as advertised and it's frustrating.,honestly nothing works advertised frustrating,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.6604}",0.0,0.357,0.643,0.6604,Positive
2025-05-01T09:54:00,Recently I noticed the interface is confusing and cluttered.,recently noticed interface confusing cluttered,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}",0.322,0.678,0.0,-0.2263,Negative
2025-05-01T09:55:00,There's no doubt that support was quick and helpful when I had an issue.,there's doubt support quick helpful issue,"{'neg': 0.227, 'neu': 0.273, 'pos': 0.5, 'compound': 0.4588}",0.227,0.273,0.5,0.4588,Positive
2025-05-01T09:58:00,People often say this kind of quality is rare these days.,people often say kind quality rare days,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}",0.0,0.638,0.362,0.5267,Positive
2025-05-01T09:59:00,In my opinion it's overpriced for what it actually delivers.,opinion overpriced actually delivers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:00:00,Recently I noticed there's real value in what's being offered here.,recently noticed there's real value what's offered,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.0,0.714,0.286,0.34,Positive
2025-05-01T10:05:00,To be honest support was quick and helpful when I had an issue.,honest support quick helpful issue,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.8316}",0.0,0.185,0.815,0.8316,Positive
2025-05-01T10:09:00,There's no doubt that nothing works as advertised and it's frustrating.,there's doubt nothing works advertised frustrating,"{'neg': 0.281, 'neu': 0.449, 'pos': 0.27, 'compound': -0.0243}",0.281,0.449,0.27,-0.0243,Neutral
2025-05-01T10:14:00,Lately the update made the experience much smoother.,lately update made experience much smoother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:19:00,Have you noticed that it lacks basic features that should be standard.,noticed lacks basic features standard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:21:00,There's no doubt that the instructions were clear and easy to follow.,there's doubt instructions clear easy follow,"{'neg': 0.227, 'neu': 0.273, 'pos': 0.5, 'compound': 0.4588}",0.227,0.273,0.5,0.4588,Positive
2025-05-01T10:22:00,I think it's one of the better options available right now.,think one better options available right,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.0,0.633,0.367,0.4404,Positive
2025-05-01T10:27:00,Lately it's one of the better options available right now.,lately one better options available right,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.0,0.633,0.367,0.4404,Positive
2025-05-01T10:28:00,Sometimes the website could use a major redesign.,sometimes website could use major redesign,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:30:00,Recently I noticed this service exceeded my expectations in every way.,recently noticed service exceeded expectations every way,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:31:00,To be honest this service exceeded my expectations in every way.,honest service exceeded expectations every way,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.0,0.602,0.398,0.5106,Positive
2025-05-01T10:36:00,Recently I noticed the product feels rushed and unpolished.,recently noticed product feels rushed unpolished,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:37:00,To be honest it feels like a beta version released too soon.,honest feels like beta version released soon,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.0,0.463,0.537,0.7003,Positive
2025-05-01T10:39:00,I'm not sure if performance has been inconsistent since the last patch.,sure performance inconsistent since last patch,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.0,0.685,0.315,0.3182,Positive
2025-05-01T10:43:00,It's important to note that the update made the experience much smoother.,important note update made experience much smoother,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.0,0.769,0.231,0.2023,Positive
2025-05-01T10:44:00,There's a reason why I'm already seeing improvements after just one use.,there's reason already seeing improvements one use,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.0,0.723,0.277,0.3182,Positive
2025-05-01T10:49:00,To be honest the product feels rushed and unpolished.,honest product feels rushed unpolished,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.0,0.548,0.452,0.5106,Positive
2025-05-01T10:51:00,Recently I noticed it's overpriced for what it actually delivers.,recently noticed overpriced actually delivers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T10:56:00,There's a reason why the instructions were clear and easy to follow.,there's reason instructions clear easy follow,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.6705}",0.0,0.421,0.579,0.6705,Positive
2025-05-01T11:01:00,Have you noticed that the design is sleek but not very intuitive.,noticed design sleek intuitive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T11:02:00,To be honest nothing works as advertised and it's frustrating.,honest nothing works advertised frustrating,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6914}",0.0,0.345,0.655,0.6914,Positive
2025-05-01T11:07:00,To be honest it's one of the better options available right now.,honest one better options available right,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.7351}",0.0,0.392,0.608,0.7351,Positive
2025-05-01T11:08:00,You might agree that it feels like a beta version released too soon.,might agree feels like beta version released soon,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.6124}",0.0,0.545,0.455,0.6124,Positive
2025-05-01T11:12:00,I feel like performance has been inconsistent since the last patch.,feel like performance inconsistent since last patch,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612,Positive
2025-05-01T11:17:00,To be honest it's overpriced for what it actually delivers.,honest overpriced actually delivers,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.0,0.476,0.524,0.5106,Positive
2025-05-01T11:22:00,Recently I noticed everything worked right out of the box.,recently noticed everything worked right box,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T11:27:00,There's a reason why the interface is confusing and cluttered.,there's reason interface confusing cluttered,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}",0.322,0.678,0.0,-0.2263,Negative
2025-05-01T11:30:00,Sometimes there's real value in what's being offered here.,sometimes there's real value what's offered,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.0,0.676,0.324,0.34,Positive
2025-05-01T11:33:00,There's no doubt that the interface is confusing and cluttered.,there's doubt interface confusing cluttered,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.5267}",0.595,0.405,0.0,-0.5267,Negative
2025-05-01T11:35:00,You might agree that the design is sleek but not very intuitive.,might agree design sleek intuitive,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612,Positive
2025-05-01T11:38:00,In my opinion there's real value in what's being offered here.,opinion there's real value what's offered,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.0,0.676,0.324,0.34,Positive
2025-05-01T11:40:00,Recently I noticed support was quick and helpful when I had an issue.,recently noticed support quick helpful issue,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.6705}",0.0,0.421,0.579,0.6705,Positive
2025-05-01T11:43:00,People often say performance has been inconsistent since the last patch.,people often say performance inconsistent since last patch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T11:47:00,Sometimes this kind of quality is rare these days.,sometimes kind quality rare days,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.5267}",0.0,0.541,0.459,0.5267,Positive
2025-05-01T11:49:00,People often say the product feels rushed and unpolished.,people often say product feels rushed unpolished,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T11:52:00,Lately I'm already seeing improvements after just one use.,lately already seeing improvements one use,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.0,0.685,0.315,0.3182,Positive
2025-05-01T11:56:00,I think the interface is confusing and cluttered.,think interface confusing cluttered,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}",0.388,0.612,0.0,-0.2263,Negative
2025-05-01T11:59:00,I'm not sure if I'm already seeing improvements after just one use.,sure already seeing improvements one use,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.5574}",0.0,0.465,0.535,0.5574,Positive
2025-05-01T12:00:00,Sometimes the interface is confusing and cluttered.,sometimes interface confusing cluttered,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}",0.388,0.612,0.0,-0.2263,Negative
2025-05-01T12:01:00,You might agree that it's overpriced for what it actually delivers.,might agree overpriced actually delivers,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612,Positive
2025-05-01T12:05:00,You might agree that the update made the experience much smoother.,might agree update made experience much smoother,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612,Positive
2025-05-01T12:10:00,I feel like there's real value in what's being offered here.,feel like there's real value what's offered,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.5994}",0.0,0.505,0.495,0.5994,Positive
2025-05-01T12:15:00,I feel like the product feels rushed and unpolished.,feel like product feels rushed unpolished,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.0,0.667,0.333,0.3612,Positive
2025-05-01T12:16:00,I think there's real value in what's being offered here.,think there's real value what's offered,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.0,0.676,0.324,0.34,Positive
2025-05-01T12:17:00,I think nothing works as advertised and it's frustrating.,think nothing works advertised frustrating,"{'neg': 0.0, 'neu': 0.624, 'pos': 0.376, 'compound': 0.3412}",0.0,0.624,0.376,0.3412,Positive
2025-05-01T12:22:00,I feel like I didn't expect to like it this much.,feel like expect like much,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6124}",0.0,0.375,0.625,0.6124,Positive
2025-05-01T12:24:00,Honestly it lacks basic features that should be standard.,honestly lacks basic features standard,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.0,0.571,0.429,0.4588,Positive
2025-05-01T12:29:00,Recently I noticed I'm not impressed with the packaging.,recently noticed impressed packaging,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.0,0.492,0.508,0.4767,Positive
2025-05-01T12:32:00,There's a reason why nothing works as advertised and it's frustrating.,there's reason nothing works advertised frustrating,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.3412}",0.0,0.675,0.325,0.3412,Positive
2025-05-01T12:34:00,People often say the instructions were clear and easy to follow.,people often say instructions clear easy follow,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.6705}",0.0,0.476,0.524,0.6705,Positive
2025-05-01T12:37:00,In recent times the design is sleek but not very intuitive.,recent times design sleek intuitive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T12:38:00,People often say this service exceeded my expectations in every way.,people often say service exceeded expectations every way,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T12:40:00,One thing I've seen this service exceeded my expectations in every way.,one thing seen service exceeded expectations every way,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T12:43:00,In recent times the update made the experience much smoother.,recent times update made experience much smoother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T12:46:00,One thing I've seen everything worked right out of the box.,one thing seen everything worked right box,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T12:48:00,It's important to note that it's one of the better options available right now.,important note one better options available right,"{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.5719}",0.0,0.515,0.485,0.5719,Positive
2025-05-01T12:52:00,Recently I noticed nothing works as advertised and it's frustrating.,recently noticed nothing works advertised frustrating,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.3412}",0.0,0.675,0.325,0.3412,Positive
2025-05-01T12:57:00,I feel like it's one of the better options available right now.,feel like one better options available right,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.6597}",0.0,0.481,0.519,0.6597,Positive
2025-05-01T13:00:00,Have you noticed that the product feels rushed and unpolished.,noticed product feels rushed unpolished,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T13:05:00,In my opinion the instructions were clear and easy to follow.,opinion instructions clear easy follow,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.6705}",0.0,0.353,0.647,0.6705,Positive
2025-05-01T13:10:00,To be honest this kind of quality is rare these days.,honest kind quality rare days,"{'neg': 0.0, 'neu': 0.309, 'pos': 0.691, 'compound': 0.7717}",0.0,0.309,0.691,0.7717,Positive
2025-05-01T13:11:00,In my opinion support was quick and helpful when I had an issue.,opinion support quick helpful issue,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.6705}",0.0,0.353,0.647,0.6705,Positive
2025-05-01T13:16:00,To be honest the interface is confusing and cluttered.,honest interface confusing cluttered,"{'neg': 0.264, 'neu': 0.278, 'pos': 0.458, 'compound': 0.34}",0.264,0.278,0.458,0.34,Positive
2025-05-01T13:19:00,Recently I noticed it's one of the better options available right now.,recently noticed one better options available right,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.0,0.674,0.326,0.4404,Positive
2025-05-01T13:20:00,One thing I've seen performance has been inconsistent since the last patch.,one thing seen performance inconsistent since last patch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T13:22:00,Recently I noticed this kind of quality is rare these days.,recently noticed kind quality rare days,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.5267}",0.0,0.595,0.405,0.5267,Positive
2025-05-01T13:25:00,There's no doubt that I didn't expect to like it this much.,there's doubt expect like much,"{'neg': 0.312, 'neu': 0.375, 'pos': 0.312, 'compound': 0.0}",0.312,0.375,0.312,0.0,Neutral
2025-05-01T13:26:00,In recent times everything worked right out of the box.,recent times everything worked right box,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T13:27:00,It's important to note that this kind of quality is rare these days.,important note kind quality rare days,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}",0.0,0.435,0.565,0.6369,Positive
2025-05-01T13:32:00,I'm not sure if everything worked right out of the box.,sure everything worked right box,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.0,0.635,0.365,0.3182,Positive
2025-05-01T13:34:00,Lately it lacks basic features that should be standard.,lately lacks basic features standard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T13:37:00,People often say the website could use a major redesign.,people often say website could use major redesign,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T13:40:00,There's a reason why it's overpriced for what it actually delivers.,there's reason overpriced actually delivers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Neutral
2025-05-01T13:45:00,I feel like the instructions were clear and easy to follow.,feel like instructions clear easy follow,"{'neg': 0.0, 'neu': 0.273, 'pos': 0.727, 'compound': 0.7906}",0.0,0.273,0.727,0.7906,Positive
2025-05-01T13:47:00,There's no doubt that this service exceeded my expectations in every way.,there's doubt service exceeded expectations every way,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",0.294,0.706,0.0,-0.3612,Negative
2025-05-01T13:50:00,People often say the interface is confusing and cluttered.,people often say interface confusing cluttered,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",0.275,0.725,0.0,-0.2263,Negative
2025-05-01T13:52:00,People often say I'm already seeing improvements after just one use.,people often say already seeing improvements one use,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.0,0.753,0.247,0.3182,Positive
2025-05-01T13:55:00,You might agree that this service exceeded my expectations in every way.,might agree service exceeded expectations every way,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612,Positive
2025-05-01T14:00:00,I'm not sure if the interface is confusing and cluttered.,sure interface confusing cluttered,"{'neg': 0.306, 'neu': 0.323, 'pos': 0.371, 'compound': 0.1027}",0.306,0.323,0.371,0.1027,Positive
2025-05-01T14:04:00,In recent times there's real value in what's being offered here.,recent times there's real value what's offered,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}",0.0,0.714,0.286,0.34,Positive
